season,era_label,week,celebrity_name,industry_cluster,celebrity_age_during_season,judge_score_raw,judge_share,judge_rank,is_elimination_week,is_finalist
29,Judges' Save Era (S28+),1,Justina Machado            ,Actor/Actress,48,21.0,0.08076923076923077,1.0,False,True
29,Judges' Save Era (S28+),1,Nev Schulman               ,Other,35,20.0,0.07692307692307693,3.0,False,False
29,Judges' Save Era (S28+),1,Kaitlyn Bristowe           ,Reality Star,35,20.0,0.07692307692307693,3.0,False,False
29,Judges' Save Era (S28+),1,Monica Aldama              ,Reality Star,48,19.0,0.07307692307692308,5.0,False,False
29,Judges' Save Era (S28+),1,Anne Heche                 ,Actor/Actress,51,18.0,0.06923076923076923,6.0,False,False
29,Judges' Save Era (S28+),1,Jesse Metcalfe             ,Actor/Actress,41,18.0,0.06923076923076923,6.0,False,False
29,Judges' Save Era (S28+),1,Johnny Weir                ,Athlete,36,18.0,0.06923076923076923,6.0,False,False
29,Judges' Save Era (S28+),1,AJ McLean                  ,Musician,42,18.0,0.06923076923076923,6.0,False,False
29,Judges' Save Era (S28+),1,Jeannie Mai                ,Reality Star,41,18.0,0.06923076923076923,6.0,False,False
29,Judges' Save Era (S28+),1,Veron Davis                ,Athlete,36,17.0,0.06538461538461539,11.0,False,False
29,Judges' Save Era (S28+),1,Nelly                      ,Musician,45,16.0,0.06153846153846154,12.0,False,True
29,Judges' Save Era (S28+),1,Chrishell Stause           ,Actor/Actress,39,13.0,0.05,13.0,False,False
29,Judges' Save Era (S28+),1,Charles Oakley             ,Athlete,56,12.0,0.046153846153846156,14.0,False,False
29,Judges' Save Era (S28+),1,Carole Baskin              ,Reality Star,59,11.0,0.04230769230769231,15.0,False,False
29,Judges' Save Era (S28+),2,Kaitlyn Bristowe           ,Reality Star,35,22.0,0.08058608058608059,1.0,False,False
29,Judges' Save Era (S28+),2,Justina Machado            ,Actor/Actress,48,21.0,0.07692307692307693,2.0,False,True
29,Judges' Save Era (S28+),2,Nev Schulman               ,Other,35,21.0,0.07692307692307693,2.0,False,False
29,Judges' Save Era (S28+),2,Jesse Metcalfe             ,Actor/Actress,41,20.0,0.07326007326007326,4.0,False,False
29,Judges' Save Era (S28+),2,AJ McLean                  ,Musician,42,19.0,0.0695970695970696,5.0,False,False
29,Judges' Save Era (S28+),2,Anne Heche                 ,Actor/Actress,51,18.0,0.06593406593406594,6.0,False,False
29,Judges' Save Era (S28+),2,Chrishell Stause           ,Actor/Actress,39,18.0,0.06593406593406594,6.0,False,False
29,Judges' Save Era (S28+),2,Veron Davis                ,Athlete,36,18.0,0.06593406593406594,6.0,False,False
29,Judges' Save Era (S28+),2,Johnny Weir                ,Athlete,36,18.0,0.06593406593406594,6.0,False,False
29,Judges' Save Era (S28+),2,Nelly                      ,Musician,45,18.0,0.06593406593406594,6.0,False,True
29,Judges' Save Era (S28+),2,Jeannie Mai                ,Reality Star,41,18.0,0.06593406593406594,6.0,False,False
29,Judges' Save Era (S28+),2,Carole Baskin              ,Reality Star,59,16.0,0.05860805860805861,12.0,False,False
29,Judges' Save Era (S28+),2,Monica Aldama              ,Reality Star,48,16.0,0.05860805860805861,12.0,False,False
29,Judges' Save Era (S28+),2,Skai Jackson               ,Actor/Actress,18,15.0,0.054945054945054944,14.0,False,False
29,Judges' Save Era (S28+),2,Charles Oakley             ,Athlete,56,15.0,0.054945054945054944,14.0,True,False
29,Judges' Save Era (S28+),3,Johnny Weir                ,Athlete,36,24.0,0.08540925266903915,1.0,False,False
29,Judges' Save Era (S28+),3,Nev Schulman               ,Other,35,24.0,0.08540925266903915,1.0,False,False
29,Judges' Save Era (S28+),3,Kaitlyn Bristowe           ,Reality Star,35,23.0,0.08185053380782918,3.0,False,False
29,Judges' Save Era (S28+),3,Chrishell Stause           ,Actor/Actress,39,22.0,0.07829181494661921,4.0,False,False
29,Judges' Save Era (S28+),3,Veron Davis                ,Athlete,36,22.0,0.07829181494661921,4.0,False,False
29,Judges' Save Era (S28+),3,Jeannie Mai                ,Reality Star,41,22.0,0.07829181494661921,4.0,False,False
29,Judges' Save Era (S28+),3,AJ McLean                  ,Musician,42,21.0,0.07473309608540925,7.0,False,False
29,Judges' Save Era (S28+),3,Monica Aldama              ,Reality Star,48,21.0,0.07473309608540925,7.0,False,False
29,Judges' Save Era (S28+),3,Jesse Metcalfe             ,Actor/Actress,41,20.0,0.0711743772241993,9.0,False,False
29,Judges' Save Era (S28+),3,Justina Machado            ,Actor/Actress,48,19.0,0.06761565836298933,10.0,False,True
29,Judges' Save Era (S28+),3,Skai Jackson               ,Actor/Actress,18,18.0,0.06405693950177936,11.0,False,False
29,Judges' Save Era (S28+),3,Nelly                      ,Musician,45,18.0,0.06405693950177936,11.0,False,True
29,Judges' Save Era (S28+),3,Anne Heche                 ,Actor/Actress,51,15.0,0.05338078291814947,13.0,False,False
29,Judges' Save Era (S28+),3,Carole Baskin              ,Reality Star,59,12.0,0.042704626334519574,14.0,True,False
29,Judges' Save Era (S28+),4,Skai Jackson               ,Actor/Actress,18,28.0,0.09302325581395349,1.0,False,False
29,Judges' Save Era (S28+),4,Kaitlyn Bristowe           ,Reality Star,35,25.0,0.08305647840531562,2.0,False,False
29,Judges' Save Era (S28+),4,Justina Machado            ,Actor/Actress,48,24.0,0.07973421926910298,3.0,False,True
29,Judges' Save Era (S28+),4,Johnny Weir                ,Athlete,36,24.0,0.07973421926910298,3.0,False,False
29,Judges' Save Era (S28+),4,Nev Schulman               ,Other,35,24.0,0.07973421926910298,3.0,False,False
29,Judges' Save Era (S28+),4,AJ McLean                  ,Musician,42,24.0,0.07973421926910298,3.0,False,False
29,Judges' Save Era (S28+),4,Monica Aldama              ,Reality Star,48,24.0,0.07973421926910298,3.0,False,False
29,Judges' Save Era (S28+),4,Chrishell Stause           ,Actor/Actress,39,22.0,0.07308970099667775,8.0,False,False
29,Judges' Save Era (S28+),4,Veron Davis                ,Athlete,36,22.0,0.07308970099667775,8.0,False,False
29,Judges' Save Era (S28+),4,Anne Heche                 ,Actor/Actress,51,21.0,0.06976744186046512,10.0,True,False
29,Judges' Save Era (S28+),4,Jesse Metcalfe             ,Actor/Actress,41,21.0,0.06976744186046512,10.0,False,False
29,Judges' Save Era (S28+),4,Nelly                      ,Musician,45,21.0,0.06976744186046512,10.0,False,True
29,Judges' Save Era (S28+),4,Jeannie Mai                ,Reality Star,41,21.0,0.06976744186046512,10.0,False,False
29,Judges' Save Era (S28+),5,Johnny Weir                ,Athlete,36,29.0,0.10104529616724739,1.0,False,False
29,Judges' Save Era (S28+),5,Kaitlyn Bristowe           ,Reality Star,35,27.0,0.09407665505226481,2.0,False,False
29,Judges' Save Era (S28+),5,Nev Schulman               ,Other,35,26.0,0.09059233449477352,3.0,False,False
29,Judges' Save Era (S28+),5,Monica Aldama              ,Reality Star,48,26.0,0.09059233449477352,3.0,False,False
29,Judges' Save Era (S28+),5,Skai Jackson               ,Actor/Actress,18,24.0,0.08362369337979095,5.0,False,False
29,Judges' Save Era (S28+),5,Justina Machado            ,Actor/Actress,48,24.0,0.08362369337979095,5.0,False,True
29,Judges' Save Era (S28+),5,AJ McLean                  ,Musician,42,24.0,0.08362369337979095,5.0,False,False
29,Judges' Save Era (S28+),5,Nelly                      ,Musician,45,24.0,0.08362369337979095,5.0,False,True
29,Judges' Save Era (S28+),5,Jeannie Mai                ,Reality Star,41,24.0,0.08362369337979095,5.0,False,False
29,Judges' Save Era (S28+),5,Veron Davis                ,Athlete,36,21.0,0.07317073170731707,10.0,False,False
29,Judges' Save Era (S28+),5,Jesse Metcalfe             ,Actor/Actress,41,19.0,0.06620209059233449,11.0,True,False
29,Judges' Save Era (S28+),5,Chrishell Stause           ,Actor/Actress,39,19.0,0.06620209059233449,11.0,False,False
29,Judges' Save Era (S28+),6,Justina Machado            ,Actor/Actress,48,27.0,0.10074626865671642,1.0,False,True
29,Judges' Save Era (S28+),6,AJ McLean                  ,Musician,42,27.0,0.10074626865671642,1.0,False,False
29,Judges' Save Era (S28+),6,Kaitlyn Bristowe           ,Reality Star,35,27.0,0.10074626865671642,1.0,False,False
29,Judges' Save Era (S28+),6,Monica Aldama              ,Reality Star,48,27.0,0.10074626865671642,1.0,False,False
29,Judges' Save Era (S28+),6,Nev Schulman               ,Other,35,26.0,0.09701492537313433,5.0,False,False
29,Judges' Save Era (S28+),6,Jeannie Mai                ,Reality Star,41,25.0,0.09328358208955224,6.0,False,False
29,Judges' Save Era (S28+),6,Chrishell Stause           ,Actor/Actress,39,24.0,0.08955223880597014,7.0,False,False
29,Judges' Save Era (S28+),6,Nelly                      ,Musician,45,24.0,0.08955223880597014,7.0,False,True
29,Judges' Save Era (S28+),6,Johnny Weir                ,Athlete,36,22.0,0.08208955223880597,9.0,False,False
29,Judges' Save Era (S28+),6,Veron Davis                ,Athlete,36,21.0,0.07835820895522388,10.0,True,False
29,Judges' Save Era (S28+),6,Skai Jackson               ,Actor/Actress,18,18.0,0.06716417910447761,11.0,False,False
29,Judges' Save Era (S28+),7,Nev Schulman               ,Other,35,30.0,0.11538461538461539,1.0,False,False
29,Judges' Save Era (S28+),7,Skai Jackson               ,Actor/Actress,18,27.0,0.10384615384615385,2.0,False,False
29,Judges' Save Era (S28+),7,Johnny Weir                ,Athlete,36,27.0,0.10384615384615385,2.0,False,False
29,Judges' Save Era (S28+),7,Nelly                      ,Musician,45,27.0,0.10384615384615385,2.0,False,True
29,Judges' Save Era (S28+),7,Chrishell Stause           ,Actor/Actress,39,26.0,0.1,5.0,False,False
29,Judges' Save Era (S28+),7,Justina Machado            ,Actor/Actress,48,26.0,0.1,5.0,False,True
29,Judges' Save Era (S28+),7,AJ McLean                  ,Musician,42,26.0,0.1,5.0,False,False
29,Judges' Save Era (S28+),7,Jeannie Mai                ,Reality Star,41,25.0,0.09615384615384616,8.0,True,False
29,Judges' Save Era (S28+),7,Kaitlyn Bristowe           ,Reality Star,35,24.0,0.09230769230769231,9.0,False,False
29,Judges' Save Era (S28+),7,Monica Aldama              ,Reality Star,48,22.0,0.08461538461538462,10.0,True,False
29,Judges' Save Era (S28+),8,Johnny Weir                ,Athlete,36,30.0,0.13513537862230382,1.0,False,False
29,Judges' Save Era (S28+),8,Nev Schulman               ,Other,35,30.0,0.13513537862230382,1.0,False,False
29,Judges' Save Era (S28+),8,Justina Machado            ,Actor/Actress,48,28.9998,0.13062996509903624,3.0,False,True
29,Judges' Save Era (S28+),8,Kaitlyn Bristowe           ,Reality Star,35,28.0,0.1261263533808169,4.0,False,False
29,Judges' Save Era (S28+),8,Chrishell Stause           ,Actor/Actress,39,27.0,0.12162184076007344,5.0,True,False
29,Judges' Save Era (S28+),8,AJ McLean                  ,Musician,42,27.0,0.12162184076007344,5.0,False,False
29,Judges' Save Era (S28+),8,Skai Jackson               ,Actor/Actress,18,26.9998,0.1216209398575493,7.0,False,False
29,Judges' Save Era (S28+),8,Nelly                      ,Musician,45,24.0,0.10810830289784307,8.0,False,True
29,Judges' Save Era (S28+),9,Johnny Weir                ,Athlete,36,30.0,0.15544105882304174,1.0,False,False
29,Judges' Save Era (S28+),9,Kaitlyn Bristowe           ,Reality Star,35,30.0,0.15544105882304174,1.0,False,False
29,Judges' Save Era (S28+),9,Skai Jackson               ,Actor/Actress,18,28.9998,0.15025865392188154,3.0,False,False
29,Judges' Save Era (S28+),9,Nev Schulman               ,Other,35,28.9998,0.15025865392188154,3.0,False,False
29,Judges' Save Era (S28+),9,Justina Machado            ,Actor/Actress,48,25.9998,0.13471454803957736,5.0,False,True
29,Judges' Save Era (S28+),9,AJ McLean                  ,Musician,42,24.9998,0.12953317941214265,6.0,True,False
29,Judges' Save Era (S28+),9,Nelly                      ,Musician,45,24.0,0.1243528470584334,7.0,False,True
29,Judges' Save Era (S28+),10,Nev Schulman               ,Other,35,30.0,0.1724137931034483,1.0,False,False
29,Judges' Save Era (S28+),10,Kaitlyn Bristowe           ,Reality Star,35,30.0,0.1724137931034483,1.0,False,False
29,Judges' Save Era (S28+),10,Justina Machado            ,Actor/Actress,48,29.0,0.16666666666666666,3.0,False,True
29,Judges' Save Era (S28+),10,Skai Jackson               ,Actor/Actress,18,28.5,0.16379310344827586,4.0,True,False
29,Judges' Save Era (S28+),10,Johnny Weir                ,Athlete,36,28.5,0.16379310344827586,4.0,True,False
29,Judges' Save Era (S28+),10,Nelly                      ,Musician,45,28.0,0.16091954022988506,6.0,False,True
29,Judges' Save Era (S28+),11,Justina Machado            ,Actor/Actress,48,30.0,0.25316455696202533,1.0,False,True
29,Judges' Save Era (S28+),11,Nev Schulman               ,Other,35,30.0,0.25316455696202533,1.0,True,False
29,Judges' Save Era (S28+),11,Kaitlyn Bristowe           ,Reality Star,35,30.0,0.25316455696202533,1.0,True,False
29,Judges' Save Era (S28+),11,Nelly                      ,Musician,45,28.5,0.24050632911392406,4.0,False,True
30,Judges' Save Era (S28+),1,JoJo Siwa                  ,Other,18,29.0,0.07923497267759563,1.0,False,False
30,Judges' Save Era (S28+),1,Suni Lee                   ,Athlete,18,28.0,0.07650273224043716,2.0,False,False
30,Judges' Save Era (S28+),1,Amanda Kloots              ,Reality Star,39,28.0,0.07650273224043716,2.0,False,True
30,Judges' Save Era (S28+),1,Melanie C                  ,Musician,47,27.0,0.07377049180327869,4.0,False,False
30,Judges' Save Era (S28+),1,Melora Hardin              ,Actor/Actress,54,26.0,0.07103825136612021,5.0,False,False
30,Judges' Save Era (S28+),1,Kenya Moore                ,Reality Star,50,26.0,0.07103825136612021,5.0,False,False
30,Judges' Save Era (S28+),1,Olivia Jade                ,Other,21,25.0,0.06830601092896176,7.0,False,False
30,Judges' Save Era (S28+),1,Christine Chiu             ,Reality Star,38,25.0,0.06830601092896176,7.0,False,False
30,Judges' Save Era (S28+),1,Brian Austin Green         ,Actor/Actress,48,24.0,0.06557377049180328,9.0,False,False
30,Judges' Save Era (S28+),1,Matt James                 ,Athlete,29,24.0,0.06557377049180328,9.0,False,False
30,Judges' Save Era (S28+),1,"Mike ""The Miz"" Mizanin ",Athlete,40,24.0,0.06557377049180328,9.0,False,False
30,Judges' Save Era (S28+),1,Cody Rigsby                ,Other,34,24.0,0.06557377049180328,9.0,False,True
30,Judges' Save Era (S28+),1,Jimmie Allen               ,Musician,36,22.0,0.060109289617486336,13.0,False,False
30,Judges' Save Era (S28+),1,Iman Shumpert              ,Athlete,31,21.0,0.05737704918032787,14.0,False,False
30,Judges' Save Era (S28+),1,Martin Kove                ,Actor/Actress,75,13.0,0.03551912568306011,15.0,False,False
30,Judges' Save Era (S28+),2,Amanda Kloots              ,Reality Star,39,32.0,0.08311688311688312,1.0,False,True
30,Judges' Save Era (S28+),2,JoJo Siwa                  ,Other,18,31.0,0.08051948051948052,2.0,False,False
30,Judges' Save Era (S28+),2,Melanie C                  ,Musician,47,30.0,0.07792207792207792,3.0,False,False
30,Judges' Save Era (S28+),2,Suni Lee                   ,Athlete,18,28.0,0.07272727272727272,4.0,False,False
30,Judges' Save Era (S28+),2,Melora Hardin              ,Actor/Actress,54,27.0,0.07012987012987013,5.0,False,False
30,Judges' Save Era (S28+),2,Jimmie Allen               ,Musician,36,27.0,0.07012987012987013,5.0,False,False
30,Judges' Save Era (S28+),2,Olivia Jade                ,Other,21,27.0,0.07012987012987013,5.0,False,False
30,Judges' Save Era (S28+),2,"Mike ""The Miz"" Mizanin ",Athlete,40,26.0,0.06753246753246753,8.0,False,False
30,Judges' Save Era (S28+),2,Iman Shumpert              ,Athlete,31,25.0,0.06493506493506493,9.0,False,False
30,Judges' Save Era (S28+),2,Cody Rigsby                ,Other,34,24.0,0.06233766233766234,10.0,False,True
30,Judges' Save Era (S28+),2,Christine Chiu             ,Reality Star,38,24.0,0.06233766233766234,10.0,False,False
30,Judges' Save Era (S28+),2,Kenya Moore                ,Reality Star,50,24.0,0.06233766233766234,10.0,False,False
30,Judges' Save Era (S28+),2,Brian Austin Green         ,Actor/Actress,48,23.0,0.05974025974025974,13.0,False,False
30,Judges' Save Era (S28+),2,Matt James                 ,Athlete,29,22.0,0.05714285714285714,14.0,False,False
30,Judges' Save Era (S28+),2,Martin Kove                ,Actor/Actress,75,15.0,0.03896103896103896,15.0,True,False
30,Judges' Save Era (S28+),3,Olivia Jade                ,Other,21,24.0,0.08053691275167785,1.0,False,False
30,Judges' Save Era (S28+),3,JoJo Siwa                  ,Other,18,24.0,0.08053691275167785,1.0,False,False
30,Judges' Save Era (S28+),3,Amanda Kloots              ,Reality Star,39,24.0,0.08053691275167785,1.0,False,True
30,Judges' Save Era (S28+),3,Melora Hardin              ,Actor/Actress,54,23.0,0.07718120805369127,4.0,False,False
30,Judges' Save Era (S28+),3,"Mike ""The Miz"" Mizanin ",Athlete,40,22.0,0.0738255033557047,5.0,False,False
30,Judges' Save Era (S28+),3,Melanie C                  ,Musician,47,22.0,0.0738255033557047,5.0,False,False
30,Judges' Save Era (S28+),3,Suni Lee                   ,Athlete,18,21.0,0.07046979865771812,7.0,False,False
30,Judges' Save Era (S28+),3,Christine Chiu             ,Reality Star,38,21.0,0.07046979865771812,7.0,True,False
30,Judges' Save Era (S28+),3,Kenya Moore                ,Reality Star,50,21.0,0.07046979865771812,7.0,False,False
30,Judges' Save Era (S28+),3,Matt James                 ,Athlete,29,20.0,0.06711409395973154,10.0,False,False
30,Judges' Save Era (S28+),3,Jimmie Allen               ,Musician,36,20.0,0.06711409395973154,10.0,False,False
30,Judges' Save Era (S28+),3,Brian Austin Green         ,Actor/Actress,48,19.0,0.06375838926174497,12.0,False,False
30,Judges' Save Era (S28+),3,Iman Shumpert              ,Athlete,31,19.0,0.06375838926174497,12.0,False,False
30,Judges' Save Era (S28+),3,Cody Rigsby                ,Other,34,18.0,0.06040268456375839,14.0,False,True
30,Judges' Save Era (S28+),4,Melora Hardin              ,Actor/Actress,54,36.5,0.08752997601918465,1.0,False,False
30,Judges' Save Era (S28+),4,Olivia Jade                ,Other,21,35.0,0.08393285371702638,2.0,False,False
30,Judges' Save Era (S28+),4,JoJo Siwa                  ,Other,18,35.0,0.08393285371702638,2.0,False,False
30,Judges' Save Era (S28+),4,Suni Lee                   ,Athlete,18,34.0,0.0815347721822542,4.0,False,False
30,Judges' Save Era (S28+),4,Amanda Kloots              ,Reality Star,39,34.0,0.0815347721822542,4.0,False,True
30,Judges' Save Era (S28+),4,Melanie C                  ,Musician,47,33.0,0.07913669064748201,6.0,False,False
30,Judges' Save Era (S28+),4,"Mike ""The Miz"" Mizanin ",Athlete,40,32.5,0.07793764988009592,7.0,False,False
30,Judges' Save Era (S28+),4,Jimmie Allen               ,Musician,36,32.5,0.07793764988009592,7.0,False,False
30,Judges' Save Era (S28+),4,Iman Shumpert              ,Athlete,31,31.5,0.07553956834532374,9.0,False,False
30,Judges' Save Era (S28+),4,Kenya Moore                ,Reality Star,50,29.5,0.07074340527577938,10.0,False,False
30,Judges' Save Era (S28+),4,Cody Rigsby                ,Other,34,29.0,0.06954436450839328,11.0,False,True
30,Judges' Save Era (S28+),4,Matt James                 ,Athlete,29,28.5,0.0683453237410072,12.0,True,False
30,Judges' Save Era (S28+),4,Brian Austin Green         ,Actor/Actress,48,26.0,0.06235011990407674,13.0,True,False
30,Judges' Save Era (S28+),5,JoJo Siwa                  ,Other,18,40.0,0.1038961038961039,1.0,False,False
30,Judges' Save Era (S28+),5,Amanda Kloots              ,Reality Star,39,39.0,0.1012987012987013,2.0,False,True
30,Judges' Save Era (S28+),5,Melora Hardin              ,Actor/Actress,54,36.0,0.09350649350649351,3.0,False,False
30,Judges' Save Era (S28+),5,Suni Lee                   ,Athlete,18,36.0,0.09350649350649351,3.0,False,False
30,Judges' Save Era (S28+),5,Melanie C                  ,Musician,47,36.0,0.09350649350649351,3.0,True,False
30,Judges' Save Era (S28+),5,Olivia Jade                ,Other,21,36.0,0.09350649350649351,3.0,False,False
30,Judges' Save Era (S28+),5,Kenya Moore                ,Reality Star,50,36.0,0.09350649350649351,3.0,False,False
30,Judges' Save Era (S28+),5,Jimmie Allen               ,Musician,36,34.0,0.08831168831168831,8.0,False,False
30,Judges' Save Era (S28+),5,"Mike ""The Miz"" Mizanin ",Athlete,40,32.0,0.08311688311688312,9.0,False,False
30,Judges' Save Era (S28+),5,Cody Rigsby                ,Other,34,32.0,0.08311688311688312,9.0,False,True
30,Judges' Save Era (S28+),5,Iman Shumpert              ,Athlete,31,28.0,0.07272727272727272,11.0,False,False
30,Judges' Save Era (S28+),6,Iman Shumpert              ,Athlete,31,40.0,0.10989010989010989,1.0,False,False
30,Judges' Save Era (S28+),6,JoJo Siwa                  ,Other,18,40.0,0.10989010989010989,1.0,False,False
30,Judges' Save Era (S28+),6,Jimmie Allen               ,Musician,36,38.0,0.1043956043956044,3.0,False,False
30,Judges' Save Era (S28+),6,Amanda Kloots              ,Reality Star,39,38.0,0.1043956043956044,3.0,False,True
30,Judges' Save Era (S28+),6,Suni Lee                   ,Athlete,18,36.0,0.0989010989010989,5.0,False,False
30,Judges' Save Era (S28+),6,Cody Rigsby                ,Other,34,36.0,0.0989010989010989,5.0,False,True
30,Judges' Save Era (S28+),6,Olivia Jade                ,Other,21,36.0,0.0989010989010989,5.0,False,False
30,Judges' Save Era (S28+),6,Melora Hardin              ,Actor/Actress,54,34.0,0.09340659340659341,8.0,False,False
30,Judges' Save Era (S28+),6,"Mike ""The Miz"" Mizanin ",Athlete,40,34.0,0.09340659340659341,8.0,False,False
30,Judges' Save Era (S28+),6,Kenya Moore                ,Reality Star,50,32.0,0.08791208791208792,10.0,True,False
30,Judges' Save Era (S28+),7,Olivia Jade                ,Other,21,42.0,0.12844036697247707,1.0,False,False
30,Judges' Save Era (S28+),7,JoJo Siwa                  ,Other,18,39.0,0.11926605504587157,2.0,False,False
30,Judges' Save Era (S28+),7,Melora Hardin              ,Actor/Actress,54,38.0,0.1162079510703364,3.0,False,False
30,Judges' Save Era (S28+),7,Jimmie Allen               ,Musician,36,38.0,0.1162079510703364,3.0,False,False
30,Judges' Save Era (S28+),7,Cody Rigsby                ,Other,34,36.0,0.11009174311926606,5.0,False,True
30,Judges' Save Era (S28+),7,Suni Lee                   ,Athlete,18,34.0,0.10397553516819572,6.0,False,False
30,Judges' Save Era (S28+),7,Iman Shumpert              ,Athlete,31,34.0,0.10397553516819572,6.0,False,False
30,Judges' Save Era (S28+),7,Amanda Kloots              ,Reality Star,39,34.0,0.10397553516819572,6.0,False,True
30,Judges' Save Era (S28+),7,"Mike ""The Miz"" Mizanin ",Athlete,40,32.0,0.09785932721712538,9.0,True,False
30,Judges' Save Era (S28+),8,Melora Hardin              ,Actor/Actress,54,42.0,0.13636363636363635,1.0,False,False
30,Judges' Save Era (S28+),8,Suni Lee                   ,Athlete,18,42.0,0.13636363636363635,1.0,False,False
30,Judges' Save Era (S28+),8,Amanda Kloots              ,Reality Star,39,42.0,0.13636363636363635,1.0,False,True
30,Judges' Save Era (S28+),8,JoJo Siwa                  ,Other,18,41.0,0.1331168831168831,4.0,False,False
30,Judges' Save Era (S28+),8,Cody Rigsby                ,Other,34,38.0,0.12337662337662338,5.0,False,True
30,Judges' Save Era (S28+),8,Olivia Jade                ,Other,21,36.0,0.11688311688311688,6.0,True,False
30,Judges' Save Era (S28+),8,Iman Shumpert              ,Athlete,31,35.0,0.11363636363636363,7.0,False,False
30,Judges' Save Era (S28+),8,Jimmie Allen               ,Musician,36,32.0,0.1038961038961039,8.0,True,False
30,Judges' Save Era (S28+),9,JoJo Siwa                  ,Other,18,40.0,0.17699115044247787,1.0,False,False
30,Judges' Save Era (S28+),9,Amanda Kloots              ,Reality Star,39,39.5,0.1747787610619469,2.0,False,True
30,Judges' Save Era (S28+),9,Suni Lee                   ,Athlete,18,37.5,0.16592920353982302,3.0,True,False
30,Judges' Save Era (S28+),9,Iman Shumpert              ,Athlete,31,37.5,0.16592920353982302,3.0,False,False
30,Judges' Save Era (S28+),9,Melora Hardin              ,Actor/Actress,54,36.0,0.1592920353982301,5.0,True,False
30,Judges' Save Era (S28+),9,Cody Rigsby                ,Other,34,35.5,0.1570796460176991,6.0,False,True
30,Judges' Save Era (S28+),10,Iman Shumpert              ,Athlete,31,40.0,0.25477707006369427,1.0,True,False
30,Judges' Save Era (S28+),10,JoJo Siwa                  ,Other,18,40.0,0.25477707006369427,1.0,True,False
30,Judges' Save Era (S28+),10,Amanda Kloots              ,Reality Star,39,39.0,0.2484076433121019,3.0,False,True
30,Judges' Save Era (S28+),10,Cody Rigsby                ,Other,34,38.0,0.24203821656050956,4.0,False,True
31,Judges' Save Era (S28+),1,Charli D'Amelio            ,Other,18,32.0,0.08376963350785341,1.0,False,False
31,Judges' Save Era (S28+),1,Wayne Brady                ,Other,50,29.0,0.07591623036649214,2.0,False,True
31,Judges' Save Era (S28+),1,Selma Blair                ,Actor/Actress,50,28.0,0.07329842931937172,3.0,False,False
31,Judges' Save Era (S28+),1,Shangela                   ,Reality Star,40,28.0,0.07329842931937172,3.0,False,True
31,Judges' Save Era (S28+),1,Gabby Windey               ,Reality Star,31,28.0,0.07329842931937172,3.0,False,False
31,Judges' Save Era (S28+),1,Daniel Durant              ,Actor/Actress,32,27.0,0.07068062827225131,6.0,False,False
31,Judges' Save Era (S28+),1,Jordin Sparks              ,Musician,32,26.0,0.06806282722513089,7.0,False,False
31,Judges' Save Era (S28+),1,Heidi D'Amelio             ,Other,50,24.0,0.06282722513089005,8.0,False,False
31,Judges' Save Era (S28+),1,Joseph Baena               ,Actor/Actress,24,23.0,0.060209424083769635,9.0,False,False
31,Judges' Save Era (S28+),1,Cheryl Ladd                ,Actor/Actress,71,21.0,0.0549738219895288,10.0,False,False
31,Judges' Save Era (S28+),1,Trevor Donovan             ,Actor/Actress,39,21.0,0.0549738219895288,10.0,False,False
31,Judges' Save Era (S28+),1,Sam Champion               ,Host/Journalist,61,20.0,0.05235602094240838,12.0,False,False
31,Judges' Save Era (S28+),1,Jessie James Decker        ,Musician,34,20.0,0.05235602094240838,12.0,False,False
31,Judges' Save Era (S28+),1,Teresa Giudice             ,Reality Star,50,20.0,0.05235602094240838,12.0,False,False
31,Judges' Save Era (S28+),1,Jason Lewis                ,Actor/Actress,51,18.0,0.04712041884816754,15.0,True,False
31,Judges' Save Era (S28+),1,Vinny Guadagnino           ,Reality Star,34,17.0,0.04450261780104712,16.0,False,False
31,Judges' Save Era (S28+),2,Wayne Brady                ,Other,50,32.0,0.07766990291262135,1.0,False,True
31,Judges' Save Era (S28+),2,Charli D'Amelio            ,Other,18,32.0,0.07766990291262135,1.0,False,False
31,Judges' Save Era (S28+),2,Gabby Windey               ,Reality Star,31,32.0,0.07766990291262135,1.0,False,False
31,Judges' Save Era (S28+),2,Trevor Donovan             ,Actor/Actress,39,30.0,0.07281553398058252,4.0,False,False
31,Judges' Save Era (S28+),2,Daniel Durant              ,Actor/Actress,32,29.0,0.0703883495145631,5.0,False,False
31,Judges' Save Era (S28+),2,Selma Blair                ,Actor/Actress,50,28.0,0.06796116504854369,6.0,False,False
31,Judges' Save Era (S28+),2,Heidi D'Amelio             ,Other,50,28.0,0.06796116504854369,6.0,False,False
31,Judges' Save Era (S28+),2,Shangela                   ,Reality Star,40,28.0,0.06796116504854369,6.0,False,True
31,Judges' Save Era (S28+),2,Jordin Sparks              ,Musician,32,27.0,0.06553398058252427,9.0,False,False
31,Judges' Save Era (S28+),2,Vinny Guadagnino           ,Reality Star,34,27.0,0.06553398058252427,9.0,False,False
31,Judges' Save Era (S28+),2,Sam Champion               ,Host/Journalist,61,26.0,0.06310679611650485,11.0,False,False
31,Judges' Save Era (S28+),2,Jessie James Decker        ,Musician,34,25.0,0.06067961165048544,12.0,False,False
31,Judges' Save Era (S28+),2,Joseph Baena               ,Actor/Actress,24,24.0,0.05825242718446602,13.0,False,False
